Ticker symbol, Security,SEC filings,Global Industry Classification StandardGICS Sector,GICS Sub Industry,Address of Headquarters,Date first added,Central Index KeyCIK
NyseSymbolCMA,Comerica Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CMA&action=getcompany reports,Financials Diversified Banks, Dallas, Texas   0000028412
NyseSymbolCAG,ConAgra Foods Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CAG&action=getcompany reports,Consumer Staples Packaged Foods & Meats, Omaha, Nebraska  1983-08-31  0000023217
NyseSymbolCXO,Concho Resources,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CXO&action=getcompany reports,Energy Oil & Gas Exploration & Production  Midland, Texas  2016-02-22  0001358071
NyseSymbolCOP,ConocoPhillips,http://www.sec.gov/cgi-bin/browse-edgar?CIK=COP&action=getcompany reports,Energy Oil & Gas Exploration & Production Houston, Texas   0001163165
NyseSymbolED,Consolidated Edison,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ED&action=getcompany reports,Utilities Electric Utilities, New York, New York   0001047862
NyseSymbolSTZ,Constellation Brands,http://www.sec.gov/cgi-bin/browse-edgar?CIK=STZ&action=getcompany reports,Consumer Staples Distillers & Vintners, Victor, New York  2005-07-05  0000016918
NyseSymbolGLW,Corning Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GLW&action=getcompany reports,Information Technology Electronic Components, Corning (city), New YorkCorning, New York   0000024741
NasdaqSymbolCOST,Costco Co.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=COST&action=getcompany reports,Consumer Staples Hypermarkets & Super Centers Issaquah, Washington  1993-10-01  0000909832
NyseSymbolCOTY,Coty, Inc,http://www.sec.gov/cgi-bin/browse-edgar?CIK=COTY&action=getcompany reports,Consumer Staples Personal Products New York, NY  2016-10-03  0001024305 
NyseSymbolCCI,Crown Castle International Corp. http://www.sec.gov/cgi-bin/browse-edgar?CIK=CCI&action=getcompany reports,Real Estate Specialized REITs, Houston, Texas  2012-03-14  0001051470
NyseSymbolCSRA,CSRA (IT services company)CSRA Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CSRA&action=getcompany reports,Information Technology  IT Consulting & Other Services,Falls Church, Virginia  2015-12-01  0001646383
NasdaqSymbolCSX,CSX Corp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CSX&action=getcompany reports,Industrials Railroads, Jacksonville, Florida  1967-09-30  0000277948
NyseSymbolCMI,Cummins Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CMI&action=getcompany reports,Industrials Industrial Machinery, Columbus, Indiana  1965-03-31  0000026172
NyseSymbolCVS,CVS Health,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CVS&action=getcompany reports,Consumer Staples Drug Retail, Woonsocket, Rhode Island   0000064803
NyseSymbolDHI,D. R. Horton,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DHI&action=getcompany reports,Consumer Discretionary Homebuilding Fort Worth, Texas   0000882184
NyseSymbolDHR,Danaher Corp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DHR&action=getcompany reports,Health Care Health Care Equipment Washington, D.C.   0000313616
NyseSymbolDRI,Darden Restaurants,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DRI&action=getcompany reports,Consumer Discretionary Restaurants Orlando, Florida   0000940944
NyseSymbolDVA,DaVita Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DVA&action=getcompany reports,Health Care Health Care Facilities Denver, Colorado  2008-07-31  0000927066
NyseSymbolDE,Deere & Co.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DE&action=getcompany reports,Industrials Agricultural & Farm Machinery, Moline, Illinois   0000315189
NyseSymbolDLPH,Delphi Automotive,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DLPH&action=getcompany reports,Consumer Discretionary Auto Parts & Equipment, Gillingham, Kent, United Kingdom  2012-12-24  0001521332
NyseSymbolDAL,Delta Air Lines,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DAL&action=getcompany reports,Industrials Airlines, Atlanta, Georgia  2013-09-11  0000027904
NasdaqSymbolXRAY,Dentsply Sirona,http://www.sec.gov/cgi-bin/browse-edgar?CIK=XRAY&action=getcompany reports,Health Care Health Care Supplies York, Pennsylvania  2008-11-14  0000818479
NyseSymbolDVN,Devon Energy Corp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DVN&action=getcompany reports,Energy Oil & Gas Exploration & Production, Oklahoma City, Oklahoma  2000-08-30  0001090012
NyseSymbolDLR,Digital Realty Trust,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DLR&action=getcompany reports,Real Estate  Specialized REITs   San Francisco, California  2016-05-18   0001297996
NyseSymbolDFS,Discover Financial Services,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DFS&action=getcompany reports,Financials Consumer Finance Riverwoods, Illinois  2007-07-02  0001393612
NasdaqSymbolDISCA,Discovery Communications-A,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DISCA&action=getcompany reports,Consumer Discretionary Cable & Satellite, Silver Spring, Maryland  2010-03-01  0001437107
NasdaqSymbolDISCK,Discovery Communications-C,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DISCK&action=getcompany reports,Consumer Discretionary Cable & Satellite, Silver Spring, Maryland  2014-08-07  0001437107
NasdaqSymbolDISH,Dish Network,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DISH&action=getcompany reports,Consumer Discretionary Cable & Satellite, Meridian, Colorado  2017-03-13  0001001082
NyseSymbolDG,Dollar General,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DG&action=getcompany reports,Consumer Discretionary General Merchandise Stores Goodlettsville, Tennessee  2012-12-03  0000029534
NasdaqSymbolDLTR,Dollar Tree,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DLTR&action=getcompany reports,Consumer Discretionary General Merchandise Stores Chesapeake, Virginia   2011-12-19  0000935703
NyseSymbolD,Dominion Resources,http://www.sec.gov/cgi-bin/browse-edgar?CIK=D&action=getcompany reports,Utilities Electric Utilities  Richmond, Virginia  0000715957
NyseSymbolDOV,Dover Corp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DOV&action=getcompany reports,Industrials Industrial Machinery Downers Grove, Illinois  1985-10-31  0000029905
NyseSymbolDOW,Dow Chemical,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DOW&action=getcompany reports,Materials Diversified Chemicals Midland, Michigan   0000029915
NyseSymbolDPS,Dr Pepper Snapple Group,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DPS&action=getcompany reports,Consumer Staples Soft Drinks Plano, Texas  2008-10-07  0001418135
NyseSymbolDTE,DTE Energy Co.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DTE&action=getcompany reports,Utilities  Multi-Utilities  Detroit, Michigan  0000936340
NyseSymbolDD,Du Pont (E.I.),http://www.sec.gov/cgi-bin/browse-edgar?CIK=DD&action=getcompany reports,Materials Diversified Chemicals Wilmington, Delaware   0000030554
NyseSymbolDUK,Duke Energy,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DUK&action=getcompany reports,Utilities Electric Utilities Charlotte, North Carolina  1976-06-30  0001326160
NyseSymbolDNB,Dun & Bradstreet,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DNB&action=getcompany reports,Industrials Research & Consulting Services Short Hills, New Jersey  2008-12-02  0001115222
NasdaqSymbolETFC,E*Trade,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ETFC&action=getcompany reports,Financials Investment Banking & Brokerage New York, New York 2004-03-31 0001015780
NyseSymbolEMN,Eastman Chemical,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EMN&action=getcompany reports,Materials Diversified Chemicals Kingsport, Tennessee  1994-01-01  0000915389
NyseSymbolETN,Eaton Corporation,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ETN&action=getcompany reports,Industrials Electrical Components & Equipment Dublin, Ireland   0001551182
NasdaqSymbolEBAY,eBay Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EBAY&action=getcompany reports,Information Technology Internet Software & Services San Jose, California   0001065088
NyseSymbolECL,Ecolab Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ECL&action=getcompany reports,Materials Specialty Chemicals St. Paul, Minnesota  1989-01-31  0000031462
NyseSymbolEIX,Edison Int'l,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EIX&action=getcompany reports,Utilities Electric Utilities Rosemead, California   0000827052
NyseSymbolEW,Edwards Lifesciences,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EW&action=getcompany reports,Health Care Health Care Equipment Irvine, California  2011-04-01  0001099800
NasdaqSymbolEA,Electronic Arts,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EA&action=getcompany reports,Information Technology Home Entertainment Software Redwood City, California  2002-07-22  0000712515
NyseSymbolEMR,Emerson Electric Company,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EMR&action=getcompany reports,Industrials  Electrical Components & Equipment, Ferguson, Missouri  1965-03-31  0000032604
NyseSymbolETR,Entergy Corp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ETR&action=getcompany reports,Utilities Electric Utilities New Orleans, Louisiana   0000065984
NyseSymbolEVHC,Envision Healthcare,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001678531 reports,Health Care  Health Care Services Nashville, Tennessee  2016-12-02   0000895930
NyseSymbolEOG,EOG Resources,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EOG&action=getcompany reports,Energy Oil & Gas Exploration & Production Houston, Texas  2000-11-02  0000821189
NyseSymbolEQT,EQT Corporation,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EQT&action=getcompany reports,Energy Oil & Gas Exploration & Production, Pittsburgh, Pennsylvania  2008-12-19  0000033213
NyseSymbolEFX,Equifax Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EFX&action=getcompany reports,Industrials Research & Consulting Services Atlanta, Georgia  1997-06-19  0000033185
NasdaqSymbolEQIX,Equinix,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EQIX&action=getcompany reports,Real Estate Specialized REITs  Redwood City, California  2015-03-20   0001101239 
NyseSymbolEQR,Equity Residential,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EQR&action=getcompany reports,Real Estate Residential REITs Chicago, Illinois  2001-12-03  0000906107
NyseSymbolESS,Essex Property Trust, Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ESS&action=getcompany reports,Real Estate     Residential REITs     Palo Alto, California  2014-04-02  0000920522
NyseSymbolEL,Estee Lauder Cos.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EL&action=getcompany reports,Consumer Staples Personal Products New York, New York  2006-01-05  0001001250
NyseSymbolES,Eversource Energy,http://www.sec.gov/cgi-bin/browse-edgar?CIK=NU&action=getcompany reports,Utilities Multi-Utilities Springfield, Massachusetts   0000072741
NyseSymbolEXC,Exelon Corp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EXC&action=getcompany reports,Utilities Multi-Utilities Chicago, Illinois   0001109357
NasdaqSymbolEXPE,Expedia Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EXPE&action=getcompany reports,Consumer Discretionary Internet & Direct Marketing Retail  Bellevue, Washington  2007-10-02  0001324424
NasdaqSymbolEXPD,Expeditors International,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EXPD&action=getcompany reports,Industrials Air Freight & Logistics Seattle, Washington  2007-10-10   0000746515
NasdaqSymbolESRX,Express Scripts,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ESRX&action=getcompany reports,Health Care Health Care Distributors Cool Valley, Missouri  2003-09-25  0001532063
NyseSymbolEXR,Extra Space Storage,http://www.sec.gov/cgi-bin/browse-edgar?CIK=EXR&action=getcompany reports,Real Estate     Specialized REITs Salt Lake City, Utah 2016-01-19  0001289490
NyseSymbolXOM,Exxon Mobil Corp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=XOM&action=getcompany reports,Energy Integrated Oil & Gas Irving, Texas   0000034088
NasdaqSymbolFFIV,F5 Networks,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FFIV&action=getcompany reports,Information Technology Communications Equipment,Seattle, Washington  2010-12-20  0001048695
NasdaqSymbolFB,Facebook, Inc.,http://www.sec.gov/cgi-bin/browse-edgar?company=Facebook&owner=exclude&action=getcompany reports         Information Technology Internet Software & Services Menlo Park, California  2013-12-23  0001326801
NasdaqSymbolFAST,Fastenal Co,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FAST&action=getcompany reports,Industrials Building Products Winona, Minnesota  2009-09-15  0000815556
NyseSymbolFRT,Federal Realty Investment Trust,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FRT&action=getcompany reports,Real Estate     Retail REITs     Rockville, Maryland  2016-02-01  0000034903
NyseSymbolFDX,FedEx Corporation,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FDX&action=getcompany reports,Industrials Air Freight & Logistics, Memphis, Tennessee  1980-12-31   0001048911
NyseSymbolFIS,Fidelity National Information Services,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FIS&action=getcompany reports,Information Technology Internet Software & Services, Jacksonville, Florida  2006-11-10  0001136893
NasdaqSymbolFITB,Fifth Third Bancorp,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FITB&action=getcompany reports,Financials Regional Banks Cincinnati, Ohio   0000035527
NyseSymbolFE,FirstEnergy Corp,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FE&action=getcompany reports,Utilities Electric Utilities Akron, Ohio   0001031296
NasdaqSymbolFISV,Fiserv Inc,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FISV&action=getcompany reports,Information Technology Internet Software & Services Brookfield, Wisconsin  2001-04-02  0000798354
NasdaqSymbolFLIR,FLIR Systems,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FLIR&action=getcompany reports,Information Technology Electronic Equipment & Instruments, Wilsonville, Oregon  2009-01-02  0000354908
NyseSymbolFLS,Flowserve Corporation,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FLS&action=getcompany reports,Industrials Industrial Machinery Irving, Texas  2008-10-02  0000030625
NyseSymbolFLR,Fluor Corp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FLR&action=getcompany reports,Industrials Construction & Engineering Irving, Texas  1980-03-31  0001124198
NyseSymbolFMC,FMC Corporation,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FMC&action=getcompany reports,Materials Fertilizers & Agricultural Chemicals Philadelphia, Pennsylvania  2009-08-19  0000037785
NyseSymbolFTI,FMC Technologies Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FTI&action=getcompany reports,Energy Oil & Gas Equipment & Services Houston, Texas  2009-06-05  0001135152
NyseSymbolFLFoot Locker Inchttp://www.sec.gov/cgi-bin/browse-edgar?CIK=FL&action=getcompany reports,Consumer Discretionary    ,Apparel Retail     New York, New York  2016-04-04  0000850209
NyseSymbolF,Ford Motor,http://www.sec.gov/cgi-bin/browse-edgar?CIK=F&action=getcompany reports,Consumer Discretionary Automobile Manufacturers Dearborn, Michigan   0000037996
NyseSymbolFTV,Fortive Corp,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FTV&action=getcompany reports,Industrials,Industrial Machinery  ,Everett, Washington  2016-07-01  0001659166
NyseSymbolFBHS,Fortune Brands Home & Security,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FBHS&action=getcompany reports,Industrials  ,Building Products   Deerfield, Illinois  2016-06-22  0001519751 
NyseSymbolBEN,Franklin Resources,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BEN&action=getcompany reports,Financials Asset Management & Custody Banks San Mateo, California   0000038777
NyseSymbolFCX,Freeport-McMoRan Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=FCX&action=getcompany reports,Materials Copper Phoenix, Arizona   0000831259
NyseSymbolGPS,Gap (The),http://www.sec.gov/cgi-bin/browse-edgar?CIK=GPS&action=getcompany reports,Consumer Discretionary  Apparel RetailSan Francisco, California  1986-08-31  0000039911
NasdaqSymbolGRMN,Garmin Ltd.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GRMN&action=getcompany reports,Consumer Discretionary  Consumer Electronics   SchaffhausenSchaffhausen, Switzerland  2012-12-12  0001121788
NyseSymbolGD,General Dynamics,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GD&action=getcompany reports,Industrials  Aerospace & Defense Falls Church, Virginia   0000040533
NyseSymbolGE,General Electric,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GE&action=getcompany reports,Industrials Industrial Conglomerates Fairfield, Connecticut   0000040545
NyseSymbolGGP,General Growth Properties Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GGP&action=getcompany reports,Real Estate Retail REITs Chicago, Illinois  2013-12-10  0000895648
NyseSymbolGIS,General Mills,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GIS&action=getcompany reports,Consumer Staples Packaged Foods & Meats Golden Valley, Minnesota  1969-03-31  0000040704
NyseSymbolGM,General Motors,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GM&action=getcompany reports,Consumer Discretionary Automobile Manufacturers Detroit, Michigan  2013-06-06  0001467858
NyseSymbolGPC,Genuine Parts,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GPC&action=getcompany reports,Consumer Discretionary Specialty Stores Atlanta, Georgia  1973-12-31  0000040987
NasdaqSymbolGILD,Gilead Sciences,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GILD&action=getcompany reports,Health Care Biotechnology Foster City, California  2004-07-01  0000882095
NyseSymbolGPN,Heartland Payment SystemsGlobal Payments Inc,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GPN&action=getcompany reports,Information Technology Data Processing & Outsourced Services  Atlanta, Georgia  2016-04-25  0001123360
NyseSymbolGS,Goldman Sachs Group,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GS&action=getcompany reports,Financials Investment Banking & Brokerage  New York, New York  2002-07-22  0000886982
NasdaqSymbolGT,Goodyear Tire & Rubber,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GT&action=getcompany reports,Consumer Discretionary Tires & Rubber Akron, Ohio   0000042582
NyseSymbolGWW,Grainger (W.W.) Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GWW&action=getcompany reports,Industrials Industrial Materials Lake Forest, Illinois  1981-06-30  0000277135
NyseSymbolHAL,Halliburton Co.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HAL&action=getcompany reports,Energy Oil & Gas Equipment & Services Houston, Texas   0000045012
NyseSymbolHBI,Hanesbrands Inc,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HBI&action=getcompany reports,Consumer Discretionary         Apparel, Accessories & Luxury Goods  Winston-Salem, North Carolina  2015-03-20   0001359841
NyseSymbolHOG,Harley-Davidson,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HOG&action=getcompany reports,Consumer Discretionary Motorcycle Manufacturers Milwaukee, Wisconsin   0000793952
NyseSymbolHRS,Harris Corporation,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HRS&action=getcompany reports,Information Technology Communications Equipment Melbourne, Florida  2008-09-22  0000202058
NyseSymbolHIG,Hartford Financial Svc.Gp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HIG&action=getcompany reports,Financials Property & Casualty Insurance Hartford, Connecticut   0000874766
NasdaqSymbolHAS,Hasbro Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HAS&action=getcompany reports,Consumer Discretionary Leisure Products Pawtucket, Rhode Island  1984-09-30  0000046080
NyseSymbolHCA,HCA Holdings,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HCA&action=getcompany reports,Health Care  Health Care Facilities  Nashville, Tennessee  2015-01-27 0000860730  
NyseSymbolHCP,HCP Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HCP&action=getcompany reports,Real Estate Health Care REITs Long Beach, California  2008-03-31  0000765880
NyseSymbolHP,Helmerich & Payne,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HP&action=getcompany reports,Energy Oil & Gas Drilling Tulsa, Oklahoma
NasdaqSymbolHSIC,Henry Schein,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HSIC&action=getcompany reports,Health Care     Health Care Distributors     Melville, New York  2015-03-17   0001000228 
NyseSymbolHES,Hess Corporation,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HES&action=getcompany reports,Energy Integrated Oil & Gas New York, New York  1984-05-31  0000004447
NyseSymbolHPE,Hewlett Packard Enterprise,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HPE&action=getcompany reports,Information Technology  Technology Hardware, Storage & Peripherals Palo Alto, California  2015-11-02    0001645590
NasdaqSymbolHOLX,Hologic,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HOLX&action=getcompany reports,Health Care  Health Care Equipment  Marlborough, Massachusetts  2016-03-30  0000859737
NyseSymbolHD,Home Depot,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HD&action=getcompany reports,Consumer Discretionary Home Improvement Retail Atlanta, Georgia  1988-03-31  0000354950
NyseSymbolHON,Honeywell Int'l Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HON&action=getcompany reports,Industrials Industrial Conglomerates Morristown, New Jersey  1964-03-31  0000773840
NyseSymbolHRL,Hormel Foods Corp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HRL&action=getcompany reports,Consumer Staples Packaged Foods & Meats Austin, Minnesota  2009-03-04  0000048465
NyseSymbolHST,Host Hotels & Resorts,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HST&action=getcompany reports,Real Estate Hotel & Resort REITs Bethesda, Maryland  2007-03-20  0001070750
NyseSymbolHPQ,HP Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HPQ&action=getcompany reports,Information Technology Technology Hardware, Storage & Peripherals Palo Alto, California  1974-12-31  0000047217
NyseSymbolHUM,Humana Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HUM&action=getcompany reports,Health Care Managed Health Care Louisville, Kentucky   0000049071
NasdaqSymbolHBAN,Huntington Bancshares,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HBAN&action=getcompany reports,Financials Regional Banks Columbus, Ohio   0000049196
NasdaqSymbolIDXX,Idexx LaboratoriesIDEXX Laboratories,http://www.sec.gov/cgi-bin/browse-edgar?CIK=IDXX&action=getcompany reports,Health Care Health Care Equipment Westbrook, Maine  2017-01-05  0000874716
NyseSymbolITW,Illinois Tool Works,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ITW&action=getcompany reports,Industrials Industrial Machinery Glenview, Cook County, IllinoisGlenview, Illinois  1986-02-28  0000049826
NasdaqSymbolILMN,Illumina (company)Illumina Inc,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ILMN&action=getcompany reports,Health Care  Life Sciences Tools & Services  San Diego, California  2015-11-19  0001110803
NyseSymbolIR,Ingersoll-Rand PLC,http://www.sec.gov/cgi-bin/browse-edgar?CIK=IR&action=getcompany reports,Industrials Industrial Machinery Dublin, Ireland  2010-11-17  0001466258
NasdaqSymbolINTC,Intel Corp.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=INTC&action=getcompany reports,Information Technology Semiconductors Santa Clara, California  1976-12-31  0000050863
NyseSymbolICE,Intercontinental Exchange,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ICE&action=getcompany reports,Financials Financial Exchanges & Data Atlanta, Georgia  2007-09-26  0001571949
NyseSymbolIBM,IBMInternational Business Machines,http://www.sec.gov/cgi-bin/browse-edgar?CIK=IBM&action=getcompany reports,Information Technology IT Consulting & Other Services Armonk, New York   0000051143
NasdaqSymbolINCY,Incyte,http://www.sec.gov/cgi-bin/browse-edgar?CIK=INCY&action=getcompany reports,Health Care   Biotechnology   Wilmington, Delaware  2017-02-28  0000879169  
NyseSymbolIP,International Paper,http://www.sec.gov/cgi-bin/browse-edgar?CIK=IP&action=getcompany reports,Materials Paper Packaging Memphis, Tennessee   0000051434
NyseSymbolIPG,Interpublic Group,http://www.sec.gov/cgi-bin/browse-edgar?CIK=IPG&action=getcompany reports,Consumer Discretionary Advertising New York, New York  1992-10-01  0000051644
NyseSymbolIFF,Intl Flavors & Fragrances,http://www.sec.gov/cgi-bin/browse-edgar?CIK=IFF&action=getcompany reports,Materials Specialty Chemicals New York, New York  1976-03-31  0000051253
NasdaqSymbolINTU,Intuit Inc.,http://www.sec.gov/cgi-bin/browse-edgar?CIK=INTU&action=getcompany reports,Information Technology Internet Software & Services Mountain View, California  2000-12-05  0000896878
